cui,name
38483921,SERVICIUL PUBLIC SALUBRIZARE PÎRSCOV SRL
38547405,ADMINISTRATIV SERV LUDUŞ S.R.L.
38575251,BELSALROM S.R.L.
38580606,SERVICII PUBLICE HODOD S.R.L.
38584012,SERVICIUL SALUBRIZARE COMUNALĂ SĂHĂTENI S.R.L.
38612376,GOSPODĂRIE COMUNALĂ UNISERV S.R.L.
38622353,SĂCELATA PREST SRL
38634242,HUTA OBEC S.R.L.
38636359,APA SERV TOP STÂLPENI S.R.L.
38639754,EURO PREST SERV JILAVA S.R.L.
38644335,CRASNA ACÂŞ S.R.L.
38660896,SERVICIUL DE BAZĂ PAZĂ ŞI PROTECŢIE S.R.L.
38679821,SERVICII PUBLICE BOGDAND S.R.L.
38690706,CIOCĂNEŞTI APĂ CANAL S.R.L.
38698980,SALUBRIZARE SUPUR S.R.L.
38701589,SERVICIUL DE UTILITATI PUBLICE SCAEȘTI S.R.L.
38738707,ADMINISTRAREA PATRIMONIULUI COMUNEI 23 AUGUST SOCIETATE CU RASPUNDERE LIMITATĂ
38762071,COMPANIA DE APĂ CRIŞ SRL
38779014,PIETRARUL CODRU MOMA S.R.L.
38789301,SERVICIUL PUBLIC DE APA SI CANALIZARE DRĂNIC S.R.L.
38790403,COMPANIA MUNICIPALĂ CIMITIRE BUCUREŞTI S.A.
38810764,MOȘNIȚEANA SECURITY S.R.L.
38823454,SERVICII COMUNITARE CORABIA S.R.L.
38918813,GOSPODĂRIREA UTILITĂŢILOR PUBLICE MIHĂIEŞTI SRL
38945001,SERVICII EDILITARE BĂLILEŞTI S.R.L.
38961929,TRANSPORT PUBLIC LOCAL DEVA S.R.L.
39020143,AQUA ŞTOROBĂNEASA S.R.L.
39074720,SERVICII PUBLICE CERNA S.R.L.
39112506,APA-CANAL TOMNATIC S.R.L.
39145325,REGIA PUBLICĂ LOCALĂ OCOLUL SILVIC TIHA BÎRGĂULUI R.A.
39146967,BRADUL BAIUT S.R.L.
39168442,GOSPODĂRIA COMUNALĂ CORONINI S.R.L.
39177157,ALIMENTARE CU APĂ DOROBANŢU S.R.L.
39180829,PRIMAPEMED S.R.L.
39227670,APĂ CANAL DOBREŢU S.R.L.
39248231,APA-CANAL ARGETOAIA S.R.L.
39248274,SERVICII PENTRU UTILITATI GIGHERA S.R.L.
39264032,POLOVRAGII S.R.L.
39271242,APA CANAL MOTATEI S.R.L.
39282306,BAIA MARE ACTIV S.R.L.
39313186,SALUBRIS CURCANI S.R.L.
39313313,APĂ-CANAL CIOFRÎNGENI S.R.L.
39328420,INFRASTRUCTURĂ DRUMURI ȘI PODURI  S.A.
39332560,SERVICIUL PUBLIC DE APA SI CANALIZARE APELE VII S.R.L.
39339020,SERVICIUL SALUBRIZARE SI GOSPODARIRE TISAU S.R.L.
39363621,AQUA PERIAM S.R.L.
39377279,ECO-UTIL FRUMUȘANI S.R.L.
39450469,SERVICII PUBLICE MUNICIPALE TÂRGOVIŞTE S.R.L.
39493303,CLB TRANSRUT S.R.L.
39494457,PARC ŞTIINŢIFIC ŞI TEHNOLOGIC BIHOR S.R.L.
39502746,OCOLUL SILVIC BANATUL MONTAN REGIE AUTONOMĂ
39505360,APĂ-CANAL MĂNECIU S.R.L.
39523889,STRAND IDECIU S.R.L.
39526451,PARC INDUSTRIAL BREAZA S.R.L.
39593701,SERVICIUL DE UTILITATI PUBLICE DIOSTI S.R.L.
39597606,UTILPUB PREST ECO SERV PPL S.R.L.
39623586,APĂ-CANAL LUNCA DUNĂRII S.R.L.
39648971,ŞOPA ŞELIMBĂR S.R.L.
39651551,EDILUL APĂ CETĂŢENI S.R.L.
39656451,SERVICII GENERALE MIOVENI S.R.L.
39669478,REGIA AUTONOMĂ ADMINISTRAȚIA CANALULUI NAVIGABIL BEGA TIMIȘ R.A.
39716308,SEPSI ÚT-ÉPÍTŐ S.R.L.
39757510,PRESTĂRI SERVICII TOPANA S.R.L.
39765521,APĂ CANAL VADU CRIŞULUI S.R.L.
39950464,ECOTRANS STCM S.R.L.
39968496,APĂ - CANAL POPEŞTI S.R.L.
40119192,SERVICII COMUNALE TÂRGŞORU VECHI S.R.L.
40171042,APĂ CANAL MÂNĂSTIREA S.R.L.
40203667,UTILITĂȚI PUBLICE AFUMAȚI S.R.L.
40227909,PRESTĂRI SERVICII STOICĂNEŞTI S.R.L.
40311936,COMPANIA DE INVESTITII SI DEZVOLTARE SECTOR 1 S.A.
40333730,SALUBRITATE CERNICA S.R.L.
40379770,SOCIETATEA NAŢIONALĂ CASA ROMÂNĂ DE COMERŢ AGROALIMENTAR UNIREA S.A.
40418917,ECO PREST JILAVA S.R.L.
40507704,APA CANAL SAELELE S.R.L.
40577009,ECO SERVICIUL SALUBRIZARE FLORICA S.R.L.
40685604,CLPCJ CONSTRUCTOR S.R.L.
40720892,SPAS CONSTRUCT REABILITARE TERMICĂ S.R.L.
40745617,SERVICIUL PUBLIC DE ALIMENTARE CU APĂ ŞI CANALIZARE CASTRANOVA S.R.L.
40816530,EDILITARE BOTENI MUSCEL S.R.L.
40817209,TITAN POWER S.A.
40832470,SERVICIUL EDILITAR COTMEANA S.R.L.
41056580,TERMOFICARE GAZ DROBETA S.R.L.
41144445,TRANSPORT PUBLIC URBAN BECLEAN S.R.L.
41146390,KOHAN VAŞCĂU S.R.L.
41177183,AQUA IMPECABIL S.R.L.
41191862,ASTRAGALUS SERV S.R.L.
41227761,UZINA TERMOELECTRICA PRODUCTION GIURGIU S.A.
41239820,EDILITAR GOSPODAR CERMEI S.R.L.
41268559,COMPANIA MUNICIPALĂ ENERGETICA SERVICII BUCUREŞTI S.A.
41269473,COMPANIA MUNICIPALĂ TERMOENERGETICA BUCUREŞTI S.A.
41293404,SERVICII COMUNITARE AMARA S.R.L.
41314361,DUNĂREA SALCIA S.R.L.
41368620,MĂGURELE SCIENCE PARK S.R.L.
41419252,APA CANAL UNIREA-DOLJ S.R.L.
41439578,CAREI TRANS BUS S.R.L.
41456099,ADP ICLĂNZEL S.R.L.
41509010,REGIO SERV TRANSPORT S.R.L.
41577490,EDILITAR OARJA S.R.L.
41600061,COCOȘELUL CLV S.R.L.
41629998,PUBLIVOL CREATIV S.A.
41639118,EVENTCULINAR VOL S.A.
41669410,APA-CANAL ANDRID-PISCOLT S.R.L.
41685602,SALUBRITATE-URZICENI S.R.L.
41691442,TUR-OAŞ S.R.L.
41712847,PARC INDUSTRIAL STREJNICU S.R.L.
41746335,GIURGIU CONSTRUCŢII EDILITARE S.R.L.
41886070,CENTRUL DE SĂNĂTATE STB S.A.
41902558,SERVICIUL DE APĂ ŞI CANAL GHERŢA MICĂ S.R.L.
41940179,AEROPORTUL INTERNATIONAL BRASOV-GHIMBAV R.A.
41943680,APĂ-CANAL VALEA DOAMNEI S.R.L.
41948687,PARCURI INDUSTRIALE BUCOVINA S.A.
41951917,AGIGEA SERV CONSTRUCT S.R.L.
42026545,APA FILIPEȘTII DE TÂRG S.R.L.
42046577,DUMBRĂVIȚA TV S.R.L.
42049115,INFRASTRUCTURĂ S5 S.A.
42049930,SALUBRIZARE SECTOR 5 S.A.
42144524,TRANS REGIOBANAT S.R.L.
42312822,SERVICII PUBLICE OSTROV S.R.L.
42439142,SERVICIUL PUBLIC DE GOSPODĂRIRE COMUNALĂ AL COMUNEI RĂDOIEȘTI S.R.L.
42495070,SERVICIUL APĂ POTABILĂ PREDEŞTI S.R.L.
42512022,DISTRIGAZ ŞIMIAN S.R.L.
42599003,TUTTI WELLNESS S.R.L.
42620644,SOCIETATEA DE SALUBRIZARE SNAGOV S.R.L.
42633431,SERVICIUL PUBLIC DE APĂ ȘI CANALIZARE DANEȚI S.R.L.
42649594,SERVICIUL PUBLIC DE APA SI CANALIZARE MARSANI S.R.L.
42692306,ALIMENTARE CU APĂ BUMBESTI-PITIC S.R.L.
42785235,ÎNTREȚINERE DRUMURI HARGHITA S.R.L.
42790517,BLUE AIR TECHNIC S.R.L.
42793270,AQUASERV MAROS S.R.L.
42886590,RAM TERMO VERDE S.R.L.
42895424,APA SERV COMUNA PURANI SOCIETATE CU RĂSPUNDERE LIMITATĂ
42907464,SERVICII UTILITARE MIHĂEŞTI S.R.L.
42926890,GOSPODĂRIRE COMUNALĂ BIHARIA S.R.L.
42980686,CRISIUS CONS S.R.L.
43115420,URBI-SERV PECICA S.A.
43152096,PIAȚA AGROALIMENTARĂ SMÂRDIOASA S.R.L.
43156365,SALUBRITERM SERV S.R.L.
43327090,ELIMARILI COLECT S.R.L.
43388543,LUNCA CIGHERULUI-TAUŢ S.R.L.
43411026,ROUA ARDEALULUI LUNCA MUREȘULUI S.R.L.
43419585,ALACAP S.R.L.
43476130,PRESTĂRI SERVICII SLOBOZIA BRADULUI S.R.L.
43476688,CARAIMAN COMSERV S.R.L.
43482469,HDS-SERVICII PUBLICE S.R.L.
43488283,AGENŢIA DE DEZVOLTARE LOCALĂ REŞIŢA S.A.
43491742,JUDSERV 2020 S.R.L.
43502159,EDIL UIHEI S.R.L.
43502930,SOCIETATE DE ADMINISTRARE A DOMENIULUI PUBLIC AL COMUNEI FLORESTI - STOENESTI S.R.L.
43526565,APĂ-CANAL CĂMIN S.R.L.
43543671,ADMINSERV NUCȘOARA S.R.L.
43545753,SERVICII SI CONSTRUCTII BULBUCATA S.R.L.
43633782,APĂ CANAL VULTUREȘTI S.R.L.
43651169,SERVICIUL APĂ ŞI CANAL SECU S.R.L.
43668284,PRESADMIN S.R.L.
43709449,TERMOFICARE CONSTANTA S.R.L.
43721310,A.D.P. BÂRCA S.R.L.
43731101,GOSPODARUL HOLOD S.R.L.
43777753,ADMINISTRATIV SERVICII LIȚA S.R.L.
43828113,SERVICIU DE PAZĂ PODARI S.R.L.
43863269,EDILITARE VLĂDEŞTI S.R.L.
43873467,SOCIETATEA DE ADMINISTRARE A DOMENIULUI PUBLIC POPEŞTI S.R.L.
43905224,EDILTOP APĂ-CANAL RECEA 2021 S.R.L.
43937854,A.D.P. IZVOR S.R.L.
44041401,UAT CONSTRUCT ADJUD S.R.L.
44062749,SCRIOAȘTEA INVEST S.R.L.
44070709,SOCIETATEA DE GOSPODARIRE COMUNALA GRUIU S.R.L.
44084178,PRESTĂRI SERVICII MĂICĂNEŞTI S.R.L.
44084496,GOSPODĂRIA COMUNALĂ NANOV S.R.L.
44095479,TRANSPORT LOCAL LUGOJ S.R.L.
44098424,APA-CANAL LUGOJ S.R.L.
44124388,SERVICII PUBLICE COMUNALE S.R.L.
44220440,APĂ CANAL TĂRCAIA S.R.L.
44227545,PARCURI INDUSTRIALE MARAMUREŞ S.A.
44275984,SERVICIUL PUBLIC DE ALIMENTARE CU APĂ ROBĂNEȘTI S.R.L.
44277063,APĂ CANAL BORŞ S.R.L.
44375312,PARC INDUSTRIAL VRANCEA S.R.L.
44440364,EDIL CĂLINEŞTI APĂ CANAL 2021 S.R.L.
44472200,SEPSI PROTEKT S.A.
44487928,SERVICIUL DE APĂ 2021 NEGRAŞI S.R.L.
44500172,UTILITĂŢI ŞI GOSPODĂRIRE COMUNA SĂVENI S.R.L.
44550847,INDUSTRIAL PARK ZERIND WEST S.R.L.
44603720,APĂ-CANAL DÂMBOVICIOARA S.R.L.
44605551,SOCIETATEA DE ADMINISTRARE A DOMENIULUI PUBLIC AL COMUNEI CLEJANI S.R.L.
44766906,APA BECIU S.R.L.
44773253,APĂ CANAL SLOBOZIA 2021 S.R.L.
44912025,GOSPODĂRIRE COMUNALĂ LOCALĂ ŞURA MARE S.R.L.
44934384,ÎNTREȚINERE HOT CONS S.R.L.
44958790,FABRICA DE PRELUCRARE A CONCENTRATELOR DE URANIU – FELDIOARA S.R.L.
44983166,UPL ZIMBOR S.R.L.
45053137,ADMINISTRARE PATRIMONIU LUGOJ S.R.L.
45079749,GOSPODĂRIA COMUNALĂ GODEANU S.R.L.
45091220,AIR ORADEA S.A.
45190622,SKI BORSA S.R.L.
45238844,AMENAJARE SI INTREȚINERE COMUNALĂ MĂXINENI S.R.L.
45286361,COMPLEX TURISTIC LUGHET S.R.L.
45303500,APĂ CANAL 2021 IZVORU S.R.L.
45340827,DOM-NUS-AQUA S.R.L.
45374854,NUCLEARELECTRICA SERV S.R.L.
45417319,CSÍKI SPORTCENTRUM S.R.L.
45751873,AGENȚIA DE ACHIZIȚII PUBLICE TIMIȘOARA S.R.L.
46026645,HOTARPREST S.R.L.
46549920,TERMOCENTRALE CONSTANTA S.R.L.
46572574,APA CANAL CORNU S.R.L.
46655980,PRIMCONS ALUNU S.R.L.
46877331,TERMO PLOIEȘTI S.R.L.
46943133,SOCIETATEA ELECTROCENTRALE CRAIOVA S.A.
47028300,OCOLUL SILVIC PIATRA CERBULUI R.A.
47150063,GOSPODĂRIA LOCALĂ GODINESTI S.R.L.
47262156,APĂ-BĂRBĂTEȘTI S.R.L.
47485875,ECO PEISAGISTICĂ S.R.L.
47568857,UZINA ENERGETICĂ TIMIȘOARA S.R.L.
47568962,UZINA ENERGIE SOLARĂ TIMIȘOARA S.R.L.
47851224,SERVICII DE GOSPODĂRIRE COMUNALĂ ARICEȘTII RAHTIVANI S.R.L.
48473410,SOCIETATEA UTILITATI PUBLICE LOCALE MARASESTI S.R.L.
48685138,CARAȘ SERV S.R.L.
48790613,CCGT POWER IȘALNIȚA S.A.
48928849,APĂ CANAL RÂFOV S.R.L.
49052550,APA-CANAL PĂULEȘTI S.R.L.
